Id,Education,Marital_Status,Income,Children,NumWebVisitsMonth,Response,Complain,SegmentLabel
5341,2n Cycle,Divorced,81975.0,1,7,0,0,Champions
5510,Master,Married,43263.0,1,5,0,0,Champions
3887,Graduation,Single,27242.0,1,9,1,0,Loyal
7022,Graduation,Married,76445.0,1,6,0,0,Champions
9999,Graduation,Together,75276.0,0,5,0,0,Champions
10352,Graduation,Widow,34213.0,2,9,1,0,Loyal
7919,PhD,Together,72335.0,0,8,1,0,Champions
4114,Master,Married,79143.0,0,3,0,0,Champions
7990,Graduation,Married,27469.0,0,6,0,0,Promising
9888,Graduation,Together,68695.0,0,2,0,0,Champions
4399,Graduation,Together,68695.0,0,2,0,0,Champions
4452,Graduation,Single,50388.0,1,7,1,0,Loyal
4785,PhD,Together,77622.0,2,3,0,0,Champions
8461,Graduation,Divorced,46102.0,3,7,0,0,Promising
3878,2n Cycle,Single,31859.0,1,7,0,0,Promising
9612,2n Cycle,Single,23830.0,0,7,0,0,Promising
4098,Graduation,Married,24639.0,2,6,0,0,Loyal
158,PhD,Together,71604.0,0,4,1,0,Champions
3896,Graduation,Married,27255.0,1,7,0,0,Promising
9970,Graduation,Together,55375.0,1,2,0,0,Loyal
4002,PhD,Married,77037.0,1,3,0,0,Champions
10914,Graduation,Single,24163.0,2,4,0,0,Promising
7279,PhD,Together,69476.0,0,2,0,0,Loyal
10582,Graduation,Married,72063.0,1,2,0,0,Champions
4470,Master,Married,58646.0,1,4,0,0,Loyal
6183,Master,Married,58646.0,1,4,0,0,Loyal
6379,Master,Widow,47570.0,2,7,1,0,Loyal
8601,Graduation,Married,80011.0,1,4,0,0,Champions
4827,PhD,Single,54998.0,1,4,1,0,Champions
6715,PhD,Single,60200.0,1,6,0,0,Champions
10676,Graduation,Married,63211.0,0,2,1,0,Champions
1041,PhD,Single,48432.0,1,8,1,0,Champions
492,PhD,YOLO,48432.0,1,8,0,0,Champions
11133,PhD,YOLO,48432.0,1,8,1,0,Champions
4491,Master,Married,62845.0,2,8,0,0,Champions
873,Master,Married,62845.0,2,8,1,0,Champions
1631,PhD,Together,65220.0,0,6,1,0,Champions
8278,PhD,Married,74214.0,0,5,0,0,Champions
6815,2n Cycle,Married,96547.0,0,2,1,0,Champions
254,Graduation,Together,53863.0,1,7,0,0,Champions
1349,Graduation,Married,50447.0,2,6,0,0,Loyal
2534,Graduation,Married,37716.0,1,7,0,0,Loyal
2130,Graduation,Together,45203.0,2,6,1,0,Loyal
2296,Master,Married,37368.0,1,6,0,0,Promising
3799,Graduation,Married,67225.0,1,5,0,0,Champions
11084,Master,Together,65104.0,1,7,1,0,Champions
5172,Master,Together,65104.0,1,7,0,0,Champions
9504,Master,Married,81698.0,0,1,1,0,Champions
850,Graduation,Single,70566.0,1,3,0,0,Champions
4477,Graduation,Together,69096.0,1,4,0,0,Champions
1945,Graduation,Married,71434.0,1,4,0,0,Champions
7685,Graduation,Married,33039.0,1,5,0,0,Loyal
6310,Graduation,Married,33039.0,1,5,0,0,Loyal
10832,Graduation,Together,46610.0,0,6,0,0,Loyal
3025,Graduation,Single,49967.0,1,7,0,0,Loyal
2404,Graduation,Married,53359.0,2,7,0,0,Loyal
8581,Master,Married,49505.0,2,8,0,0,Champions
8755,Master,Married,68657.0,0,7,0,0,Champions
10177,Graduation,Divorced,72071.0,1,2,0,0,Champions
2429,Graduation,Divorced,72071.0,1,2,0,0,Champions
8920,Master,Single,59235.0,1,7,0,0,Champions
8430,Graduation,Together,21994.0,1,5,0,0,Promising
8619,Graduation,Together,21994.0,1,5,0,0,Promising
8996,PhD,Married,,3,9,0,0,Champions
7233,Graduation,Married,69209.0,0,4,0,0,Champions
6678,Graduation,Together,31928.0,1,7,0,0,Loyal
830,PhD,Single,74004.0,0,3,1,0,Champions
6365,2n Cycle,Married,30390.0,0,6,0,0,Loyal
6770,Graduation,Married,21355.0,1,6,1,0,Promising
2261,Graduation,Married,26304.0,1,7,0,0,Promising
1031,2n Cycle,Married,85710.0,0,2,0,0,Champions
10089,Graduation,Divorced,102692.0,0,2,1,0,Champions
9256,Graduation,Single,58350.0,1,6,0,0,Champions
10641,Graduation,Single,7500.0,2,6,0,0,Loyal
624,Master,Single,18890.0,0,6,1,0,Promising
4211,Basic,Married,20425.0,1,7,0,0,Promising
1407,Basic,Married,20425.0,1,7,0,0,Promising
10356,PhD,Divorced,41437.0,2,7,0,0,Promising
9323,Master,Together,49912.0,1,8,1,0,Champions
1146,Master,Together,49912.0,1,8,1,0,Champions
6343,Graduation,Married,79823.0,1,2,0,0,Champions
8545,Graduation,Divorced,85683.0,0,1,1,0,Champions
8275,PhD,Divorced,47025.0,2,7,0,0,Promising
10673,PhD,Married,68397.0,1,3,0,0,Champions
8799,PhD,Married,38175.0,1,7,0,0,Loyal
67,Master,Single,46423.0,2,7,0,0,Loyal
9923,Master,Single,46423.0,2,7,0,0,Loyal
2814,Master,Together,30560.0,1,7,0,0,Promising
2711,Master,Together,30560.0,1,7,0,0,Promising
4320,Graduation,Single,60152.0,1,3,0,0,Champions
10451,Graduation,Together,29672.0,2,6,0,0,Promising
4198,Graduation,Together,29672.0,2,6,0,0,Promising
10814,Graduation,Together,70321.0,0,4,1,0,Champions
944,Graduation,Married,56181.0,1,4,0,0,Loyal
8151,Basic,Married,24279.0,0,8,0,0,Loyal
6184,PhD,Married,68462.0,0,1,0,0,Champions
3498,PhD,Married,55424.0,1,6,1,0,Champions
2870,Graduation,Married,49094.0,1,6,0,0,Champions
7342,2n Cycle,Widow,59184.0,1,5,0,0,Champions
1911,Graduation,Together,67430.0,0,6,0,0,Champions
10862,Master,Married,30522.0,1,2,0,0,Loyal
2546,2n Cycle,Single,31878.0,1,3,0,0,Loyal
3005,Graduation,Single,83528.0,0,1,1,0,Champions
8318,Graduation,Together,90300.0,0,1,0,0,Champions
2930,Master,Single,68092.0,0,5,0,0,Champions
8216,Master,Married,53761.0,2,5,0,0,Loyal
1212,Graduation,Married,52845.0,1,6,0,0,Champions
2541,Graduation,Married,24027.0,1,8,0,0,Promising
10659,2n Cycle,Together,7500.0,1,7,0,0,Loyal
10905,Graduation,Together,42586.0,2,8,1,0,Loyal
8910,Graduation,Together,42586.0,2,8,1,0,Loyal
7349,Basic,Together,9722.0,1,8,1,0,Loyal
7872,PhD,Married,86836.0,0,5,1,0,Champions
4290,Graduation,Married,30467.0,1,7,0,0,Promising
7408,PhD,Married,54549.0,1,7,0,0,Loyal
9986,Graduation,Together,19444.0,1,7,1,0,Loyal
8235,Master,Together,69245.0,1,3,0,0,Champions
10949,PhD,Divorced,72968.0,0,3,1,0,Champions
7284,Graduation,Married,48686.0,3,8,0,0,Promising
9529,Graduation,Married,73687.0,0,2,1,0,Champions
9930,PhD,Single,82716.0,0,2,0,0,Champions
10270,2n Cycle,Married,35523.0,1,7,0,0,Loyal
760,PhD,Divorced,60554.0,1,6,0,0,Champions
5519,Graduation,Together,64090.0,1,5,1,0,Champions
232,Graduation,Single,61559.0,1,3,0,0,Champions
3009,PhD,Widow,71670.0,0,6,1,0,Champions
6518,PhD,Widow,67680.0,1,5,0,0,Champions
10669,Graduation,Married,54386.0,1,3,0,0,Champions
5682,PhD,Single,64108.0,1,5,0,0,Champions
1570,PhD,Together,69702.0,1,4,0,0,Champions
1497,Graduation,Single,47958.0,1,5,0,0,Champions
9723,Graduation,Married,67716.0,1,5,0,0,Champions
7261,Graduation,Together,34600.0,2,8,1,0,Loyal
2452,Graduation,Together,34600.0,2,8,1,0,Loyal
5621,Graduation,Married,48752.0,2,9,1,0,Loyal
10995,2n Cycle,Married,15716.0,1,8,0,1,Loyal
7373,PhD,Divorced,46610.0,2,6,1,0,Loyal
5331,Graduation,Married,74985.0,0,2,0,0,Champions
263,PhD,Single,45576.0,0,8,1,0,Loyal
4619,PhD,Single,113734.0,0,1,0,0,Champions
940,Graduation,Single,57100.0,1,3,0,0,Loyal
10084,Graduation,Married,24434.0,2,7,0,0,Promising
6019,PhD,Married,37126.0,1,6,1,0,Loyal
1463,Graduation,Single,45160.0,2,7,0,0,Promising
6424,Graduation,Together,33178.0,1,4,0,0,Promising
8233,Master,Widow,64866.0,1,5,0,0,Champions
1515,Master,Together,34176.0,1,3,0,0,Promising
10855,Master,Single,50014.0,1,5,0,0,Loyal
10909,Graduation,Married,92344.0,0,1,0,0,Champions
3376,Master,Divorced,55282.0,1,4,0,0,Loyal
10232,PhD,Divorced,48799.0,1,3,0,0,Loyal
5547,PhD,Married,84169.0,0,3,1,0,Champions
8362,PhD,Married,84169.0,0,3,1,0,Champions
3524,Master,Single,39763.0,1,9,1,0,Loyal
10095,PhD,Divorced,74165.0,0,2,0,0,Champions
8897,Graduation,Single,42720.0,2,8,1,0,Champions
466,Graduation,Married,65275.0,0,2,0,0,Champions
11025,Graduation,Married,36443.0,2,8,0,0,Loyal
2387,Master,Together,43776.0,2,8,1,0,Loyal
1618,Graduation,Together,56046.0,0,8,1,0,Champions
25,Graduation,Married,65148.0,1,4,0,0,Champions
3277,Graduation,Divorced,49431.0,1,8,0,0,Loyal
8566,PhD,Together,32583.0,2,7,0,0,Promising
2634,Master,Single,16653.0,1,6,1,0,Loyal
8036,2n Cycle,Together,26850.0,2,4,0,0,Loyal
8159,Graduation,Married,51287.0,2,7,0,0,Loyal
7628,2n Cycle,Married,43050.0,1,5,0,0,Loyal
9597,Graduation,Married,73448.0,0,4,0,0,Champions
1384,Basic,Married,17256.0,1,8,0,0,Promising
10150,Graduation,Single,86429.0,0,2,1,0,Champions
3885,PhD,Married,33569.0,1,8,1,0,Promising
11003,2n Cycle,Together,25130.0,1,7,0,0,Promising
8026,Graduation,Married,62998.0,1,5,0,0,Champions
577,2n Cycle,Together,26907.0,2,7,0,0,Promising
8702,2n Cycle,Together,26907.0,2,7,0,0,Promising
5429,PhD,Married,45579.0,1,6,0,0,Loyal
977,Graduation,Together,47320.0,1,6,0,0,Champions
2793,PhD,Divorced,70179.0,1,5,0,0,Champions
1071,PhD,Divorced,70179.0,1,5,0,0,Champions
5074,Master,Married,28072.0,1,7,0,0,Promising
2632,Graduation,Married,50501.0,2,6,1,0,Champions
6404,Graduation,Together,58917.0,3,5,0,0,Loyal
10240,Graduation,Together,69372.0,0,4,1,0,Champions
2521,Master,Married,35178.0,1,7,1,0,Promising
4301,Master,Married,35178.0,1,7,1,0,Promising
7381,Graduation,Divorced,75693.0,0,4,1,0,Champions
2407,Graduation,Married,69109.0,0,4,1,0,Champions
9064,Graduation,Married,69109.0,0,4,1,0,Champions
5067,Graduation,Together,80134.0,0,5,0,0,Champions
10281,Graduation,Divorced,64713.0,1,4,1,0,Champions
11191,Graduation,Divorced,41411.0,0,6,0,0,Loyal
1994,Graduation,Married,,1,7,0,0,Promising
2552,PhD,Single,55521.0,3,7,1,0,Champions
6720,Master,Together,43795.0,1,7,1,0,Champions
4557,Graduation,Together,22070.0,1,6,0,0,Loyal
1183,Master,Married,36408.0,2,6,0,0,Promising
4186,Graduation,Together,34026.0,2,5,0,0,Loyal
1419,Graduation,Together,34026.0,2,5,0,0,Loyal
967,Graduation,Married,46049.0,2,7,1,0,Champions
1048,Master,Married,35641.0,1,7,1,0,Loyal
9262,2n Cycle,Together,32414.0,0,7,0,0,Promising
3427,PhD,Married,59821.0,1,8,0,0,Champions
5892,Graduation,Married,34968.0,1,7,0,0,Loyal
8911,PhD,Married,56320.0,1,4,0,0,Champions
6606,Master,Married,70091.0,1,8,0,0,Champions
2677,Graduation,Together,46097.0,1,4,0,0,Loyal
252,PhD,Divorced,41003.0,0,6,0,0,Champions
9860,Graduation,Together,44911.0,1,7,0,0,Loyal
1388,Graduation,Single,33249.0,1,6,0,0,Loyal
979,Graduation,Single,33249.0,1,6,0,0,Loyal
7494,PhD,Divorced,42873.0,2,8,0,0,Loyal
10490,PhD,Married,51039.0,2,7,0,0,Loyal
3403,PhD,Together,78952.0,1,6,0,0,Champions
2715,Master,Divorced,29435.0,2,9,1,0,Loyal
4828,Graduation,Divorced,79865.0,1,1,0,0,Champions
92,Graduation,Alone,34176.0,1,6,0,0,Loyal
3312,Graduation,Single,34176.0,1,6,0,0,Loyal
11176,PhD,Together,65968.0,1,3,0,0,Champions
1446,Master,Single,86424.0,0,1,0,0,Champions
9699,Graduation,Divorced,67272.0,1,5,0,0,Champions
9790,Graduation,Single,78499.0,0,4,1,0,Champions
2324,Graduation,Together,77044.0,1,4,0,0,Champions
5080,Graduation,Single,70515.0,0,2,1,0,Champions
4992,Master,Together,17459.0,1,7,1,0,Loyal
7849,PhD,Married,80336.0,0,1,0,0,Champions
4808,Graduation,Married,15759.0,0,7,0,0,Promising
10401,2n Cycle,Together,26326.0,0,3,0,1,Promising
7793,Graduation,Together,62061.0,1,6,0,0,Champions
9303,Graduation,Married,5305.0,1,13,0,0,Promising
6853,Master,Single,75777.0,0,1,1,0,Champions
7366,Master,Single,75777.0,0,1,1,0,Champions
9780,Master,Together,71499.0,1,4,0,0,Champions
7573,PhD,Single,31626.0,1,7,1,0,Loyal
1379,Master,Together,42670.0,0,4,0,0,Loyal
8923,Graduation,Single,83917.0,0,3,1,0,Champions
3547,Master,Together,41021.0,1,6,1,0,Promising
8707,Graduation,Married,79456.0,0,3,1,0,Champions
1891,Master,Divorced,78789.0,0,2,1,0,Champions
6271,PhD,Married,50870.0,1,5,0,0,Promising
9635,Master,Married,35876.0,0,6,0,0,Loyal
9727,Graduation,Married,23539.0,0,6,0,0,Loyal
6205,Master,Single,32557.0,1,5,1,0,Loyal
10681,2n Cycle,Married,62466.0,1,4,0,0,Champions
5156,2n Cycle,Married,62466.0,1,4,0,0,Champions
3050,Graduation,Married,54198.0,2,4,0,0,Loyal
8164,PhD,Married,82170.0,0,2,0,0,Champions
5626,PhD,Single,61798.0,0,4,0,0,Champions
7600,Basic,Single,15253.0,1,7,0,0,Promising
6406,Master,Married,78285.0,0,3,0,0,Champions
7002,Graduation,Single,62535.0,1,3,0,0,Loyal
8234,Basic,Together,27190.0,1,8,1,0,Promising
6116,2n Cycle,Married,48985.0,1,3,0,0,Loyal
291,Graduation,Married,72940.0,0,1,0,0,Loyal
8779,2n Cycle,Married,36145.0,1,9,1,0,Loyal
4931,Graduation,Together,157146.0,0,1,0,0,Champions
1650,Master,Married,81843.0,0,3,0,0,Champions
9701,Graduation,Together,41883.0,1,7,0,0,Loyal
6431,PhD,Married,45759.0,2,7,0,0,Promising
10789,PhD,Married,45759.0,2,7,0,0,Promising
5302,Graduation,Together,78394.0,0,2,1,0,Champions
4459,Graduation,Single,30279.0,1,8,0,0,Promising
10642,Graduation,Single,30279.0,1,8,0,0,Promising
9213,Graduation,Widow,31880.0,1,8,0,0,Promising
3678,Graduation,Widow,60208.0,2,7,1,0,Champions
3698,Graduation,Together,78687.0,0,2,1,0,Champions
5929,PhD,Married,37401.0,1,7,0,0,Promising
10795,PhD,Married,37401.0,1,7,0,0,Promising
4390,Graduation,Together,75315.0,1,2,0,0,Champions
9362,Graduation,Single,69263.0,1,6,0,0,Champions
1577,Graduation,Married,78569.0,0,1,1,0,Champions
4609,PhD,Married,57705.0,1,6,0,0,Champions
7143,2n Cycle,Together,74805.0,1,2,0,0,Champions
1729,PhD,Together,66426.0,1,6,0,0,Champions
10664,Master,Widow,51529.0,1,8,0,0,Champions
5029,Graduation,Married,18100.0,0,5,0,0,Promising
10507,2n Cycle,Divorced,59601.0,1,8,0,0,Loyal
3865,2n Cycle,Together,20981.0,0,8,1,0,Loyal
6982,Graduation,Married,74068.0,0,2,0,0,Champions
7042,Graduation,Married,36790.0,0,9,1,0,Promising
9668,Graduation,Married,18793.0,1,8,0,0,Loyal
6878,Graduation,Widow,27421.0,0,7,0,0,Loyal
4099,Graduation,Married,30675.0,1,8,0,0,Promising
5031,Graduation,Together,83145.0,0,2,1,0,Champions
1970,Master,Together,34053.0,1,8,0,0,Loyal
5726,Master,Single,31788.0,1,5,0,1,Loyal
5231,2n Cycle,Married,45894.0,2,5,0,0,Promising
1307,Graduation,Divorced,41986.0,1,4,0,0,Loyal
10609,PhD,Married,42769.0,1,4,0,0,Loyal
5782,2n Cycle,Together,58582.0,1,5,0,0,Champions
7533,Graduation,Married,49096.0,2,7,0,0,Loyal
9493,PhD,Single,76412.0,0,3,1,0,Champions
2253,Graduation,Married,18929.0,0,6,0,0,Loyal
2326,Graduation,Married,18929.0,0,6,0,0,Loyal
1876,Graduation,Married,18929.0,0,6,0,0,Loyal
7141,Master,Single,21888.0,1,10,1,0,Loyal
7393,Graduation,Together,41580.0,2,5,0,0,Loyal
4713,PhD,Married,31605.0,1,7,0,0,Loyal
5093,PhD,Divorced,25509.0,1,9,1,0,Loyal
8524,PhD,Divorced,25509.0,1,9,1,0,Loyal
3766,Master,Widow,33051.0,0,9,1,0,Champions
9725,PhD,Together,28764.0,2,8,0,0,Promising
8933,2n Cycle,Married,32146.0,1,6,0,0,Loyal
10779,Graduation,Single,22148.0,0,7,0,0,Promising
9289,Graduation,Married,36781.0,1,8,1,0,Promising
2613,Master,Married,54197.0,1,1,0,0,Loyal
10133,Graduation,Single,93790.0,0,2,1,0,Champions
8443,Graduation,Single,24762.0,1,8,1,0,Loyal
10796,Master,Married,30477.0,1,6,0,0,Promising
10241,2n Cycle,Divorced,11448.0,0,6,0,0,Promising
3388,Graduation,Divorced,70844.0,2,7,0,0,Loyal
6507,Graduation,Single,30828.0,1,3,0,0,Loyal
7446,Master,Together,62513.0,1,6,0,0,Champions
87,2n Cycle,Married,27733.0,1,7,0,0,Promising
10477,PhD,Together,39435.0,1,7,0,0,Loyal
6072,Master,Single,75345.0,0,3,1,0,Champions
2518,2n Cycle,Together,20491.0,0,7,0,0,Promising
247,Graduation,Married,36715.0,1,9,1,0,Loyal
9463,Graduation,Together,71706.0,1,5,0,0,Champions
1459,PhD,Married,69063.0,1,3,0,0,Loyal
9530,Graduation,Married,24645.0,1,8,0,0,Promising
9653,Graduation,Married,35797.0,1,8,0,0,Promising
10785,Graduation,Married,44078.0,2,5,0,0,Promising
9392,Graduation,Single,26954.0,1,7,0,0,Promising
3769,PhD,Together,,1,7,0,0,Promising
10146,PhD,Together,38887.0,1,7,0,0,Promising
4741,2n Cycle,Married,65463.0,1,5,0,0,Champions
1880,PhD,Together,53537.0,2,5,0,0,Loyal
6471,Master,Single,36230.0,1,5,0,0,Promising
5718,Graduation,Married,80763.0,0,3,1,0,Champions
3478,PhD,Married,60585.0,2,5,1,0,Champions
7848,Graduation,Single,49166.0,1,6,0,0,Loyal
7999,PhD,Together,75261.0,0,2,1,0,Champions
11101,Graduation,Together,89891.0,0,4,0,0,Champions
9212,Master,Married,72828.0,1,7,0,0,Champions
10983,Graduation,Together,75278.0,0,3,0,0,Champions
3629,Graduation,Single,38557.0,1,7,0,0,Loyal
4673,PhD,Married,81300.0,1,5,1,0,Champions
796,2n Cycle,Divorced,60161.0,1,8,0,0,Champions
618,PhD,Married,69389.0,1,4,0,0,Champions
380,Graduation,Divorced,64497.0,1,8,1,0,Champions
1092,Graduation,Married,61014.0,1,7,0,0,Champions
8962,Master,Married,44319.0,2,5,0,0,Promising
8207,2n Cycle,Married,53233.0,1,4,0,0,Promising
6521,Graduation,Together,77972.0,0,1,0,0,Champions
535,Graduation,Divorced,81361.0,0,1,0,0,Champions
4608,Graduation,Divorced,81361.0,0,1,1,0,Champions
11086,Basic,Single,25707.0,1,7,0,0,Promising
1064,PhD,Married,42403.0,1,8,0,0,Promising
7000,2n Cycle,Single,65704.0,0,1,0,0,Champions
1581,Graduation,Married,37406.0,1,8,1,0,Promising
7384,Master,Together,39767.0,0,8,0,0,Champions
10552,2n Cycle,Married,54210.0,1,5,0,0,Loyal
6409,Graduation,Divorced,57136.0,0,6,1,0,Champions
9507,Graduation,Married,40794.0,1,7,0,0,Champions
9560,Graduation,Together,83003.0,0,3,1,0,Champions
10991,Master,Married,89058.0,0,2,0,0,Loyal
4712,2n Cycle,Together,20193.0,0,4,0,0,Loyal
11056,Graduation,Married,72099.0,0,1,0,0,Champions
7414,Graduation,Married,43824.0,2,8,0,0,Loyal
3076,Graduation,Together,66653.0,2,3,0,0,Champions
6355,Graduation,Married,44359.0,2,3,0,0,Loyal
7959,Graduation,Married,79410.0,0,1,0,0,Champions
5512,Master,Married,55842.0,1,5,0,0,Champions
10102,Graduation,Widow,79946.0,0,3,0,0,Champions
9369,2n Cycle,Single,88194.0,1,5,1,0,Champions
3711,Master,Married,80184.0,0,3,0,0,Champions
6931,Graduation,Divorced,76982.0,0,4,1,0,Champions
9596,PhD,Single,65295.0,0,2,0,0,Champions
2727,Graduation,Together,57100.0,0,3,0,0,Loyal
8416,Graduation,Married,29009.0,1,6,0,0,Promising
3967,PhD,Married,78931.0,0,1,0,0,Champions
2139,Master,Married,7500.0,1,5,0,0,Loyal
2162,Graduation,Married,56939.0,1,3,0,0,Champions
9242,Graduation,Single,64509.0,0,4,1,0,Champions
10595,Graduation,Married,30093.0,0,7,0,0,Loyal
4855,PhD,Together,30351.0,1,9,1,0,Promising
5049,PhD,Together,30351.0,1,9,0,0,Promising
4967,PhD,Together,38201.0,1,8,0,0,Loyal
5255,Graduation,Single,,1,1,0,0,Champions
9215,PhD,Married,43974.0,1,7,0,0,Champions
3525,Graduation,Together,38200.0,2,7,0,0,Promising
3619,2n Cycle,Divorced,87305.0,0,2,1,0,Champions
4415,Graduation,Married,16860.0,2,7,0,0,Loyal
3645,PhD,Single,27213.0,1,8,1,0,Loyal
4692,Graduation,Married,7500.0,1,9,1,0,Loyal
3955,Graduation,Divorced,4861.0,0,14,0,0,Promising
5313,Master,Married,38196.0,2,5,0,0,Loyal
7196,PhD,Married,41145.0,2,3,0,0,Promising
1381,PhD,Single,38513.0,1,8,1,0,Loyal
10951,Graduation,Married,45688.0,1,4,0,0,Loyal
4322,PhD,Together,77863.0,0,2,0,0,Champions
7444,Master,Married,42169.0,2,8,0,0,Promising
2942,Graduation,Single,45906.0,1,5,0,0,Loyal
2874,2n Cycle,Divorced,35388.0,1,7,0,0,Promising
3667,Graduation,Married,80952.0,0,8,1,0,Champions
3697,Graduation,Together,39898.0,1,7,0,0,Loyal
9955,Graduation,Together,39898.0,1,7,0,0,Loyal
5320,Master,Divorced,44051.0,2,6,1,0,Loyal
6422,Graduation,Married,86718.0,0,2,0,0,Champions
3690,Master,Married,80141.0,0,6,1,0,Champions
2408,Graduation,Married,58597.0,2,7,0,0,Champions
9260,PhD,Married,70356.0,0,6,0,0,Champions
9648,Graduation,Single,46904.0,2,8,0,0,Loyal
4939,Graduation,Together,37760.0,0,7,0,0,Loyal
8652,Graduation,Together,37760.0,0,7,0,0,Loyal
4702,Graduation,Single,61839.0,0,8,0,0,Champions
2587,PhD,Married,29791.0,1,5,0,0,Promising
2811,PhD,Single,48918.0,2,4,0,0,Promising
9150,PhD,Single,48918.0,2,4,0,0,Promising
10127,Graduation,Married,58692.0,1,7,0,0,Loyal
5493,Graduation,Married,39356.0,2,6,0,0,Promising
2666,Master,Married,76234.0,1,3,0,0,Champions
10099,Graduation,Married,55434.0,1,4,0,0,Champions
10562,Master,Married,66835.0,0,2,0,0,Champions
7881,Master,Married,66835.0,0,2,0,0,Champions
6721,Graduation,Married,71965.0,1,3,0,0,Champions
5204,Graduation,Together,74538.0,0,3,1,0,Champions
5209,Graduation,Divorced,50002.0,1,7,0,0,Champions
10128,Graduation,Together,53977.0,1,5,0,0,Champions
9284,Graduation,Together,53977.0,1,5,0,0,Champions
8643,Graduation,Together,69930.0,0,3,0,0,Champions
1685,PhD,Together,62981.0,0,3,0,0,Champions
2877,Master,Together,46014.0,2,7,0,0,Champions
8369,Graduation,Together,18227.0,1,8,0,0,Promising
6233,Graduation,Married,65991.0,1,7,0,0,Champions
